ticker,fold,model_name,feature_set_alt,balanced_accuracy_alt,balanced_accuracy_price,delta_balanced_accuracy,roc_auc_alt,roc_auc_price,delta_roc_auc
TSLA,2,logreg,price_plus_selected_alt,0.5226814516129032,0.5388104838709677,-0.016129032258064502,0.4889112903225806,0.49294354838709686,-0.0040322580645162365
TSLA,2,mlp_small,price_plus_selected_alt,0.5710685483870968,0.5680443548387097,0.003024193548387011,0.5625,0.5877016129032259,-0.025201612903225867
TSLA,2,random_forest,price_plus_selected_alt,0.4420362903225806,0.45816532258064513,-0.016129032258064502,0.42036290322580644,0.4264112903225806,-0.006048387096774188
TSLA,2,svm_rbf,price_plus_selected_alt,0.5,0.4939516129032258,0.006048387096774188,0.5131048387096774,0.49193548387096775,0.02116935483870963
TSLA,3,hist_gradient_boosting,price_plus_selected_alt,0.6233974358974359,0.6698717948717949,-0.04647435897435903,0.5908119658119658,0.6474358974358975,-0.056623931623931645
TSLA,3,logreg,price_plus_selected_alt,0.5576923076923077,0.5865384615384616,-0.028846153846153855,0.6239316239316239,0.561965811965812,0.06196581196581197
TSLA,3,mlp_small,price_plus_selected_alt,0.5336538461538461,0.4551282051282051,0.07852564102564102,0.5555555555555555,0.4732905982905983,0.0822649572649572
TSLA,3,random_forest,price_plus_selected_alt,0.5560897435897436,0.5560897435897436,0.0,0.6378205128205128,0.5918803418803419,0.04594017094017089
TSLA,3,svm_rbf,price_plus_selected_alt,0.5368589743589743,0.5865384615384615,-0.049679487179487114,0.6399572649572649,0.5576923076923077,0.0822649572649572
TSLA,4,hist_gradient_boosting,price_plus_selected_alt,0.42727272727272725,0.4106060606060606,0.016666666666666663,0.4222222222222223,0.3686868686868686,0.05353535353535366
TSLA,4,logreg,price_plus_selected_alt,0.44393939393939397,0.42878787878787883,0.015151515151515138,0.45656565656565656,0.4181818181818182,0.03838383838383835
TSLA,4,mlp_small,price_plus_selected_alt,0.4106060606060606,0.5045454545454545,-0.09393939393939393,0.3686868686868686,0.5353535353535354,-0.16666666666666674
TSLA,4,random_forest,price_plus_selected_alt,0.4590909090909091,0.47575757575757577,-0.016666666666666663,0.4929292929292929,0.44747474747474747,0.045454545454545414
TSLA,4,svm_rbf,price_plus_selected_alt,0.5469696969696969,0.5,0.046969696969696884,0.5671717171717172,0.5272727272727272,0.03989898989898999
