ticker,fold,model_name,feature_set,n_train_rows,n_validation_rows,decision_threshold,threshold_tuned,validation_rows_inner,validation_balanced_accuracy_inner,accuracy,balanced_accuracy,f1,roc_auc
TSLA,3,random_forest,price_plus_alt_stationary,497,63,0.5,False,0,,0.6031746031746031,0.6073717948717949,0.5454545454545454,0.6143162393162394
TSLA,4,hist_gradient_boosting,price_only,560,63,0.5,False,0,,0.4126984126984127,0.4106060606060606,0.44776119402985076,0.3686868686868686
TSLA,4,hist_gradient_boosting,price_plus_alt_current,560,63,0.5,False,0,,0.4603174603174603,0.44999999999999996,0.5641025641025641,0.45353535353535357
TSLA,4,hist_gradient_boosting,price_plus_alt_stationary,560,63,0.5,False,0,,0.4603174603174603,0.4575757575757576,0.5,0.39595959595959596
TSLA,4,logreg,price_only,560,63,0.5,False,0,,0.42857142857142855,0.42878787878787883,0.4375,0.4181818181818182
TSLA,4,logreg,price_plus_alt_current,560,63,0.5,False,0,,0.3968253968253968,0.38484848484848483,0.525,0.42121212121212115
TSLA,4,logreg,price_plus_alt_stationary,560,63,0.5,False,0,,0.4603174603174603,0.4575757575757576,0.5,0.4131313131313131
TSLA,4,random_forest,price_only,560,63,0.5,False,0,,0.47619047619047616,0.47575757575757577,0.49230769230769234,0.44747474747474747
TSLA,4,random_forest,price_plus_alt_current,560,63,0.5,False,0,,0.47619047619047616,0.4621212121212121,0.6024096385542169,0.49595959595959593
TSLA,4,random_forest,price_plus_alt_stationary,560,63,0.5,False,0,,0.42857142857142855,0.42272727272727273,0.5,0.45151515151515154
